# Expression Atlas version: 3.1
# Query: Genes matching: 'protein_coding (gene_biotype)', specifically expressed in any Organism part above the expression level cutoff: 0.5 in experiment E-MTAB-2836
# Timestamp: Wed, 15-Mar-2017 20:44:50
Gene ID	Gene Name	adipose tissue	adrenal gland	bone marrow	cerebral cortex	colon	duodenum	endometrium	esophagus	fallopian tube	gall bladder	heart	kidney	liver	lung	lymph node	ovary	pancreas	placenta	prostate gland	rectum	saliva-secreting gland	skeletal muscle tissue	small intestine	smooth muscle tissue	spleen	stomach	testis	thyroid gland	tonsil	urinary bladder	vermiform appendix	zone of skin
ENSG00000138674	SEC31A	17	23	13	12	21	25	31	22	27	32	17	20	14	20	17	44	12	31	26	25	21	5	24	38	18	21	18	31	22	29	20	21
ENSG00000138675	FGF5										0.5		0.6																				
ENSG00000138678	GPAT3	3	0.7	6		10	27	3	6	2	6	9	43	5	3	1	8		0.9	0.9	7	0.8	6	25	3	3	7	6	13	1	2	5	2
ENSG00000138684	IL21															3														4		0.9	
ENSG00000138685	FGF2	17	3		11	3	1	17	4	7	8	2	2	1	5	2	10		3	6	3	2		2	12	0.8	1	1	2	1	5	5	0.6
ENSG00000138686	BBS7	4	5	1	12	4	3	8	4	6	5	1	4	0.8	4	4	8	0.6	3	5	4	2	0.8	3	6	3	3	7	4	3	5	4	4
ENSG00000138688	KIAA1109	7	6	12	8	9	6	9	5	7	8	4	9	4	7	7	14	2	5	7	7	4	4	6	7	8	6	11	11	5	8	6	7
ENSG00000138696	BMPR1B		4		9			3		9	2		4		1		5			25						0.6		3					0.6
ENSG00000138698	RAP1GDS1	6	6	4	30	8	5	6	8	5	7	3	7	5	6	11	4	3	5	6	9	4	0.7	6	11	10	6	12	7	12	10	10	8
ENSG00000138709	LARP1B	2	3	3	3	5	5	4	3	3	4	2	4	10	2	2	2	3	3	4	5	4	2	5	2	2	5	26	5	3	4	3	2
ENSG00000138722	MMRN1	4	4	0.7	0.6	10	4	11	12	28	21	1		1	11	12	3	0.8	24	2	11	1		7	12	0.5	3	9	6	5	21	10	5
ENSG00000138735	PDE5A	7	7	0.5	1	13	8	11	14	13	7	4	3	0.5	13	4	3	2	6	31	13	3	1	11	7	3	7	7	8	2	9	7	2
ENSG00000138738	PRDM5	0.9	2	1	0.8	1	0.5	4	1	3	1	1	0.7		2		5	0.6	1	2	1			0.7	2	1	0.9	2	3		1	0.9	0.6
ENSG00000138741	TRPC3				0.9						0.8				0.8				0.7												0.9		
ENSG00000138744	NAAA	5	4	4	2	19	9	3	7	6	5	3	8	7	8	13	2	0.7	5	23	19	5	0.7	17	4	21	6	1	4	8	8	11	7
ENSG00000138750	NUP54	9	8	20	5	10	9	15	9	13	10	4	6	5	9	12	14	2	12	11	12	5	3	9	11	10	9	14	12	13	11	11	12
ENSG00000138755	CXCL9	2	0.9			3	3	2	1	4	8	1	4	6	15	180	4		0.5	2	15	11		3	1	21	10	3	7	32	18	81	1
ENSG00000138756	BMP2K	1	1	3	2	3	2	2	3	2	3	1	1	0.9	2	6	1		2	0.9	4	0.9		2	3	3	2	6	2	6	2	5	2
ENSG00000138757	G3BP2	15	23	24	49	31	24	25	22	29	25	15	26	16	22	28	16	5	16	36	27	12	17	27	24	21	24	33	36	27	30	27	11
ENSG00000138758	SEPT11	30	6	2	22	19	9	19	9	9	19	7	19	8	17	11	8	3	30	9	20	3	1	16	17	10	10	3	10	10	17	14	3
ENSG00000138759	FRAS1				0.6	0.5		2	0.7	0.7	0.7	0.5	5		3			1	3	1	0.9		0.6		1	0.5		0.5	8		0.7		1
ENSG00000138760	SCARB2	58	40	10	75	71	46	64	40	63	77	27	42	53	76	23	75	16	61	101	66	57	18	55	62	51	67	25	73	22	70	43	37
ENSG00000138764	CCNG2	10	8	14	8	9	8	13	32	6	10	3	16	2	8	22	10	1	16	26	10	6	1	6	8	14	7	4	13	21	18	11	10
ENSG00000138767	CNOT6L	6	6	8	6	8	7	8	7	8	9	3	8	6	7	22	10	3	11	7	9	5	1	9	8	16	9	7	8	17	9	14	11
ENSG00000138768	USO1	27	34	7	18	32	29	31	43	31	33	31	27	28	26	27	49	14	32	35	31	36	62	28	28	22	36	41	54	33	37	33	30
ENSG00000138769	CDKL2		0.8		5	0.6		0.5	0.8	1			4		4		1			0.5	0.9							15	3	0.5			
ENSG00000138771	SHROOM3		1		1	17	9	2	9	9	13	1	4	2	6			1	3	6	13	10		9	6	3	13	0.6	2	2	2	3	0.9
ENSG00000138772	ANXA3	9	0.8	58	1	7	4	4	11	5	3	5	4		44		0.6	2	17	21	7	18	3	3	3	3	25		19	4	3	8	0.8
ENSG00000138777	PPA2	7	12	9	5	15	14	8	9	10	8	8	16	8	7	8	5	3	5	12	16	8	4	14	8	7	11	6	13	10	10	8	10
ENSG00000138778	CENPE			5		1	1		1		0.5					4			1		2			1	0.7	0.7	0.9	4		4	1	3	2
ENSG00000138780	GSTCD	1	1	1	2	2	2	2	2	2	2	0.7	2	0.7	2	2	2		2	2	2	0.8		2	2	2	2	4	3	3	2	2	2
ENSG00000138785	INTS12	5	4	8	4	4	6	6	4	5	5	4	4	3	6	5	4	1	4	6	6	3	3	5	6	4	5	5	7	6	5	4	4
ENSG00000138792	ENPEP	9	2		0.6	1	30	14	1	0.8	5	2	79	8	3	0.8	0.5		15	1	0.8	0.7	0.7	137	9	8	0.5	0.6	5		2	2	0.5
ENSG00000138794	CASP6	4	3	5	1	28	29	7	4	8	8	3	7	5	7	8	6	3	4	7	26	5	0.7	27	6	6	12	2	7	7	11	7	7
ENSG00000138795	LEF1		6	4	2	0.7		5	2	3	3		0.9		1	19	0.6		4	2	1			0.8	2	7	0.8	9	1	14	4	10	2
ENSG00000138796	HADH	69	23	13	9	47	47	21	17	38	15	53	69	43	13	14	31	6	7	19	45	20	45	47	37	11	24	18	21	17	20	13	13
ENSG00000138798	EGF					0.6					1	1	55					18		2	1	10	7						0.9				0.6
ENSG00000138801	PAPSS1	16	10	12	34	15	10	26	22	37	20	7	16	3	30	23	20	9	12	29	16	26	1	10	19	12	40	13	13	37	25	23	32
ENSG00000138802	SEC24B	11	13	14	9	12	11	16	14	14	14	8	11	17	11	12	16	4	14	12	13	7	5	10	14	13	11	11	16	13	13	13	12
ENSG00000138813	C4orf17																											10					
ENSG00000138814	PPP3CA	14	13	6	57	15	7	10	9	12	11	4	7	6	15	11	12	2	8	52	13	9	11	8	10	11	14	7	10	13	14	12	19
ENSG00000138821	SLC39A8	4	2	14	3	19	3	4	1	2	4	4	6	7	80	6	6	7	6	5	18	28		3	3	3	4	2	5	6	6	18	1
ENSG00000138823	MTTP				0.7		151				0.9		6	68			1							164				5			0.6		
ENSG00000138829	FBN2		2	1		0.8		1				1							58		0.8				1		0.6	6		0.6	0.5	0.6	
ENSG00000138834	MAPK8IP3	4	8	13	19	4	8	5	3	4	6	5	3	0.8	7	13	9	4	7	12	3	7	2	8	4	17	9	10	5	4	5	10	7
ENSG00000138835	RGS3	4	4	1	2	2	2	2	1	3	6	9	3	1	5	3	0.5	1	4	3	2	0.9	3	3	3	4	3	5	3	2	5	3	1
ENSG00000138867	GUCD1	20	14	39	6	25	41	11	14	18	20	19	25	16	24	23	13	7	15	21	25	10	18	38	13	23	24	17	10	28	17	17	13
ENSG00000138892	TTLL8																											3					
ENSG00000138942	RNF185	14	15	6	13	15	16	22	19	24	18	11	20	13	15	15	23	4	16	31	19	17	5	17	20	12	12	12	35	19	18	13	23
ENSG00000138944	KIAA1644	0.8	2		14	0.9	2	27	0.8	3	3								0.8	4	0.9			1	32		0.6	1		0.7	6	1	0.6
ENSG00000138964	PARVG		1	17	0.6	1	2	1	0.9	0.9	4			0.6	5	16	0.5		2	0.8	2	0.9		3	1	18	2	0.9		12	3	12	0.8
ENSG00000139044	B4GALNT3		4	1	0.7	14	1	6	4	3	2	12	4		6			0.8		1	11	0.6		1	2		43	9	2	1	0.6	2	10
ENSG00000139053	PDE6H			1															0.5														
ENSG00000139055	ERP27			3			0.6	0.5		44	0.5		10		4	3		288	0.8	0.7	0.8					2	1		1	2	12	2	0.7
ENSG00000139083	ETV6	3	5	12	2	8	5	5	5	5	9	2	3	2	6	10	3	2	6	5	9	14	0.8	6	6	12	6	3	4	10	11	12	9
ENSG00000139112	GABARAPL1	42	41	45	104	13	16	23	12	16	33	56	86	48	30	6	18	11	72	29	11	29	14	15	25	14	16	14	23	6	19	20	6
ENSG00000139116	KIF21A	2	7		26	5	4	6	7	14	3	6	11	5	2	1	2	2	3	5	6	8	1	5	5	3	5	6	3	2	3	2	5
ENSG00000139117	CPNE8	6	5	2	3	5	2	4	3	3	5	3	5	4	5	3	3		5	2	6	0.8		2	5	6	2	2	4	1	4	3	3
ENSG00000139131	YARS2	6	5	5	4	6	5	7	5	6	5	3	3	3	5	7	6	1	7	5	6	5	3	5	5	7	5	6	5	8	7	7	4
ENSG00000139132	FGD4	7	3	4	3	8	6	2	5	4	8	2	6	4	6	1	17	2	4	3	7	2	2	6	2	4	10	11	4	1	3	5	3
ENSG00000139133	ALG10	0.8	1	2	0.7	1	1	1	0.9	2	1		0.8	0.6	0.8	2	2		1	2	1	0.7		1	1	2	1	2	2	2	2	2	1
ENSG00000139144	PIK3C2G		0.8						2	1	5		3	4								2		3			16						7
ENSG00000139146	FAM60A	2	6	11	0.7	13	11	28	10	23	10	2	9	3	8	19	12	3	12	13	14	6		10	21	10	10	10	7	20	14	13	7
ENSG00000139151	PLCZ1																											28					0.7
ENSG00000139154	AEBP2	5	9	4	5	5	4	11	10	9	8	3	6	3	6	8	11	1	11	8	6	4	1	4	9	7	4	7	9	9	8	7	8
ENSG00000139155	SLCO1C1	0.9			11						0.6																	1					
ENSG00000139160	ETFBKMT	0.6	2		1	0.7	1	1	0.6	2	1	0.8	2	1	0.9	0.5	2		0.6	1	1	0.6	0.7	0.7	0.8	1	0.9	1	1	0.5	0.8	0.7	0.8
ENSG00000139163	ETNK1	6	12	3	17	20	17	10	6	11	16	3	14	7	10	15	9	2	8	10	13	5	1	13	5	14	28	13	13	11	10	13	14
ENSG00000139168	ZCRB1	18	21	12	23	15	13	17	13	18	17	14	15	10	14	18	17	7	13	23	12	11	14	13	11	14	19	42	20	15	19	14	13
ENSG00000139173	TMEM117	2	2		3	3	5	4	5	3	3	2	2	0.9	0.7	1	2	0.6	3	3	3	1	0.9	4	3	0.8	2	3	2	2	4	1	5
ENSG00000139174	PRICKLE1	1	0.8		3	0.7	0.5	4	0.9	3	4	3	2		4	2	4		2	2	1	2		0.5	6	6	1	2	3	1	3	2	0.8
ENSG00000139178	C1RL	9	26	5	2	8	7	10	7	11	15	2	4	50	15	11	15	3	5	11	10	10	0.8	7	12	12	9	3	6	8	14	14	9
ENSG00000139180	NDUFA9	3	3	4	4	5	6	4	4	4	3	8	5	2	2	3	3	0.7	3	3	9	2	7	5	4	3	3	2	3	5	4	3	3
ENSG00000139182	CLSTN3	5	14	6	46	3	5	8	3	6	10	1	14	6	8	12	11	1	4	4	4	3		5	5	13	5	3	5	8	8	13	6
ENSG00000139187	KLRG1	0.9	0.9	0.9	0.9	0.8	0.6	0.7		0.8	2	0.6	0.6	0.5	2	5	0.5			0.5	0.9	0.5		0.6	0.8	5	0.8	0.5	0.5	3	2	2	
ENSG00000139190	VAMP1	3	7	25	15	4	5	8	3	4	5	2	2	2	6	38	3	0.7	2	8	10	4	1	6	7	17	6	5	7	26	6	19	5
ENSG00000139192	TAPBPL	6	5	5	3	13	18	6	4	14	12	4	6	5	15	16	6	2	6	8	12	11	2	15	7	13	14	2	14	9	10	10	6
ENSG00000139193	CD27	0.6	0.6	4	0.6	5	9	1	3	1	4				3	69	1			1	6	4		8	0.9	31	8		2	60	16	31	1
ENSG00000139194	RBP5	2	6	4		5	7	5	2	4	6	0.5	217	96	4	30	3	0.7	0.7	4	6	3		7	8	47	4	2	2	20	5	16	4
ENSG00000139197	PEX5	11	11	4	16	7	7	10	7	12	9	5	14	6	9	14	14	4	6	8	8	6	9	7	10	6	6	24	9	15	6	8	10
ENSG00000139200	PIANP		4		24	0.6		5		0.9	1					0.7				2	0.5			0.5	2		0.7	3		0.5		0.7	
ENSG00000139209	SLC38A4	0.5	1			5		2	1	0.8			3	221				1	2	0.8	1		2		4	0.6				0.5	3		2
ENSG00000139211	AMIGO2	5	15	2	3	4	2	26	2	24	15	1	4	2	15	9	14	0.6	8	5	4	2		4	29	13	2	9	2	5	17	6	0.5
ENSG00000139218	SCAF11	10	9	13	6	12	11	15	11	12	14	7	11	8	12	20	14	2	10	11	12	6	4	12	11	18	11	10	13	18	13	18	13
ENSG00000139219	COL2A1																			1								2					
ENSG00000139220	PPFIA2		2		12			0.6																				3					
ENSG00000139233	LLPH	3	6	6	3	4	3	3	3	3	4	2	3	2	3	5	4	0.8	3	3	4	2	1	3	4	4	3	4	3	5	4	5	3
ENSG00000139263	LRIG3	6	2		1	12	8	9	13	9	12	2	4	3	6	3	13	3	5	6	14	9	0.8	8	9	5	10	2	31	6	8	5	17
ENSG00000139266	MARCH9	1	4	2	3	2	3	3	1	4	3	2	5	0.5	5	6	1	1	3	4	3	2	1	3	2	7	4	2	4	5	3	3	3
ENSG00000139269	INHBE													37																			
ENSG00000139278	GLIPR1	3	9	5	5	4	3	18	3	4	14	2	1	2	6	14	6	0.7	8	5	5	2		5	15	15	3	2	2	11	13	22	2
ENSG00000139289	PHLDA1	5	20	11	8	7	4	8	27	4	23	9	8	26	6	4	10	3	6	4	8	69		5	10	13	11	2	17	5	28	14	5
ENSG00000139291	TMEM19	4	3	1	6	9	12	3	9	6	5	4	12	5	6	8	2	0.8	3	3	7	3	3	10	5	6	5	2	7	9	9	6	12
ENSG00000139292	LGR5		2		2	3	4	3		16				0.6	0.5				14	1	4		4	5			3			2			
ENSG00000139304	PTPRQ	0.6								0.6			0.7		1													0.6	1				
ENSG00000139318	DUSP6	38	11	45	10	18	9	12	15	16	38	7	15	35	27	16	5	2	25	6	20	56	0.6	21	15	27	11	3	27	10	21	28	3
ENSG00000139323	POC1B	2	2	2	3	5	4	3	2	5	3	1	3	1	2	3	2		2	2	4	2	0.6	4	2	3	4	3	3	3	3	3	2
ENSG00000139324	TMTC3	5	4	1	4	5	5	6	9	4	6	2	7	4	5	3	5	0.8	7	7	4	2		4	8	3	3	5	5	4	7	4	12
ENSG00000139329	LUM	84	187	0.5	4	112	65	309	58	71	825	107	66	21	233	38	123	25	580	128	126	8	5	116	402	4	48	20	13	84	801	75	7
ENSG00000139330	KERA										0.7																						
ENSG00000139343	SNRPF	6	6	11	6	10	6	6	4	6	3	3	7	6	5	10	6	1	6	6	7	3	2	7	5	7	8	7	4	10	4	10	5
ENSG00000139344	AMDHD1		8										5	35	0.6	0.8										1		0.9	0.6			0.7	2
ENSG00000139350	NEDD1	6	5	8	3	6	5	11	7	7	6	4	5	2	7	10	7	1	6	8	7	3	8	5	9	9	5	16	7	11	8	7	6
ENSG00000139351	SYCP3																											22					
ENSG00000139352	ASCL1		0.8		5					0.6																	1						
ENSG00000139354	GAS2L3	1	0.8	3	0.5	4	2	0.5	1		3		1	0.6	2	0.9	0.6		2		3			2	0.8	0.8	1	3		0.7	2	1	3
ENSG00000139364	TMEM132B				8																	1						0.8	1				0.8
ENSG00000139370	SLC15A4	5	4	20	4	3	4	8	5	6	7	3	3	4	6	11	6	1	5	5	4	2	4	3	7	8	5	10	4	12	6	8	7
ENSG00000139372	TDG	5	7	8	5	8	7	9	9	6	8	3	4	3	6	13	6	2	9	7	10	3	2	8	7	7	6	4	7	12	9	11	8
ENSG00000139405	RITA1	3	8	3	6	5	8	5	4	10	4	5	9	6	5	7	6	2	4	7	3	5	7	9	3	5	4	5	6	6	5	5	5
ENSG00000139410	SDSL	2	6	1	3	5	7	0.6	0.8	4	3	3	10	7	2	0.9	1	2	2	4	3	1		5	2	2	4	4	10	0.8	3	3	
ENSG00000139428	MMAB	3	7	1	4	3	4	3	3	4	2	3	5	7	4	2	5	1	2	6	2	3	2	3	2	3	3	3	4	2	2	2	3
ENSG00000139433	GLTP	13	11	12	29	28	10	11	171	11	12	8	21	5	22	14	11	3	15	18	25	16	4	14	13	18	15	10	22	94	27	17	200
ENSG00000139436	GIT2	3	3	8	3	2	2	4	2	3	4	2	2	0.9	3	8	4	0.9	4	2	3	2	0.9	3	4	8	2	4	4	7	5	6	3
ENSG00000139437	TCHP	2	3	2	3	2	3	3	3	3	2	2	2	0.8	3	5	3	0.7	3	3	3	3	1	3	2	5	3	5	3	4	3	4	10
ENSG00000139438	FAM222A		6		6	0.8	3				0.6	0.7	3				2	0.6		0.6	0.7	1		1		2	2	9				0.5	0.8
ENSG00000139445	FOXN4																											6					
ENSG00000139496	NUP58	4	6	10	7	5	5	7	6	6	7	3	5	3	8	7	7	1	8	7	6	3	3	5	5	5	5	22	8	8	6	9	6
ENSG00000139505	MTMR6	8	18	18	16	9	7	11	9	9	13	8	10	4	11	13	7	3	8	11	10	10	3	7	14	12	8	19	14	12	12	15	7
ENSG00000139508	SLC46A3	11	8	2	4	14	36	5	3	6	18	6	9	31	8	12	4	2	6	5	15	2	2	55	7	15	4	9	11	9	9	9	3
ENSG00000139514	SLC7A1	3	3	6	12	8	8	6	32	8	4	3	4		4	7	2	8	2	7	7	10		13	9	5	11	9	7	9	7	11	15
ENSG00000139515	PDX1						31				2							2									7						
ENSG00000139517	LNX2	3	6	2	2	11	13	4	9	6	8	5	6	7	12	4	4	5	3	6	10	6	2	13	4	3	8	14	9	5	7	4	6
ENSG00000139531	SUOX	7	9	3	6	5	7	7	5	10	7	6	14	9	6	3	8	1	4	10	6	5	5	4	7	5	5	2	7	5	6	4	3
ENSG00000139537	CCDC65	0.5	0.6	1	3	0.6	0.6	1		18	1		1		2	2	0.7			0.6	1			0.7	0.9	1	0.7	31	2	0.9	0.6	1	2
ENSG00000139540	SLC39A5					34	109				4		69	28				38			16			108			0.6					2	
ENSG00000139546	TARBP2	2	4	3	2	3	4	4	3	7	4	2	3	1	5	5	4	1	7	4	3	4	2	3	3	6	4	6	4	5	5	5	5
ENSG00000139547	RDH16													103						2						0.6		0.5		0.7			1
ENSG00000139549	DHH																											14				0.7	
ENSG00000139567	ACVRL1	16	5		2	18	5	7	4	7	9	4	5	0.8	43	7	0.6	2	60	4	17	4	3	7	9	16	4	1	9	4	10	12	4
ENSG00000139572	GPR84		0.6	10	0.5						0.8								2											0.6	1	6	0.5
ENSG00000139579	NABP2	6	12	7	11	9	10	9	6	10	7	5	8	2	6	10	11	3	5	9	10	5	8	11	9	8	8	9	8	11	8	10	6
ENSG00000139597	N4BP2L1	4	4	4	6	3	5	7	2	6	4	1	2	9	8	9	12	1	4	5	4	1	2	5	3	9	3	1	3	4	4	5	8
ENSG00000139610	CELA1		1															1															
ENSG00000139613	SMARCC2	13	12	8	18	9	11	18	9	14	12	6	10	4	14	14	20	3	10	14	11	9	6	11	10	16	10	15	15	12	11	11	14
ENSG00000139618	BRCA2			5		0.9	0.7		0.5		0.5				0.5	1			1		0.9			0.5		0.9	0.8	3		2	0.7	1	0.9
ENSG00000139620	KANSL2	6	7	34	6	7	6	11	7	9	7	6	6	2	8	13	12	2	10	9	9	4	7	6	9	10	6	14	8	12	8	9	8
ENSG00000139624	CERS5	4	4	5	6	3	2	8	3	6	5	2	3	1	4	6	6	1	6	5	4	2	0.9	2	6	5	3	4	5	6	5	5	6
ENSG00000139625	MAP3K12	2	3	0.9	7	2	1	7	2	5	9	1	1		4	3	5		3	3	2	0.7		2	6	4	2	4	2	2	5	4	2
ENSG00000139626	ITGB7			3		2	3	0.5	1	0.9	1		0.9		2	9					3	0.8		4	0.6	9	3		1	8	3	6	2
ENSG00000139629	GALNT6		1	3	2	3	9	0.6	0.8	4	1		1		3	4		1	4	0.5	4	11		9	0.5	4	34		0.8	3	2	4	2
ENSG00000139631	CSAD	18	7	8	6	3	6	10	3	7	7	3	3	7	10	7	12	1	3	17	5	8	3	6	5	10	7	10	6	4	4	7	20
ENSG00000139636	LMBR1L	6	9	8	5	5	8	14	6	7	7	4	4	2	9	10	10	1	9	7	7	3	2	9	7	12	5	24	5	6	7	7	10
ENSG00000139637	C12orf10	7	9	8	10	6	8	11	6	17	9	6	9	3	8	10	18	4	8	8	7	7	4	7	8	10	8	36	14	9	9	9	10
ENSG00000139641	ESYT1	72	24	10	7	17	11	31	17	40	20	10	12	14	29	30	22	7	24	21	22	12	13	13	49	28	13	12	20	34	27	27	18
ENSG00000139644	TMBIM6	107	134	59	91	167	155	96	104	179	121	40	291	258	163	98	92	44	99	155	174	106	28	176	104	107	180	74	176	122	131	97	78
ENSG00000139645	ANKRD52	5	10	7	10	7	7	8	5	8	7	5	7	0.9	6	10	9	2	7	7	7	5	6	7	8	9	6	8	7	8	7	10	9
ENSG00000139651	ZNF740	4	4	2	4	4	4	7	3	8	3	2	5	0.8	5	8	7	1	4	5	5	4	2	4	5	8	4	3	7	9	4	6	5
ENSG00000139656	SMIM2																											8					
ENSG00000139668	WDFY2	2	5	6	2	1	1	3	3	3	2	1	2	0.6	2	3	3	1	3	2	1	1		1	2	4	2	4	3	3	2	3	10
ENSG00000139675	HNRNPA1L2	2	1	6	3	1	1	4	1	2	2	1	1	0.7	2	4	4		1	3	2	0.8	0.5	1	2	3	1	2	3	3	2	2	2
ENSG00000139679	LPAR6	13	11	2	6	7	6	12	17	11	16	6	7	2	13	19	6	0.5	30	20	10	10	1	9	10	14	8	9	9	16	19	11	12
ENSG00000139684	ESD	28	27	19	21	29	27	39	23	38	28	24	33	24	24	25	48	5	19	30	33	16	14	25	39	18	17	17	42	31	29	24	21
ENSG00000139687	RB1	14	15	8	12	12	11	13	16	12	16	8	11	5	14	24	8	2	15	12	14	8	5	12	15	19	13	11	17	22	19	21	6
ENSG00000139697	SBNO1	5	5	10	8	7	5	8	7	6	5	3	6	3	5	8	7	1	5	7	7	3	2	5	6	7	6	46	10	8	6	8	8
ENSG00000139714	MORN3				1					4	0.5				1	1			0.7							0.7		11	0.5	0.5		0.5	2
ENSG00000139718	SETD1B	4	4	10	3	4	6	9	5	7	5	3	4	1	7	7	8	2	6	9	3	6	2	6	6	10	6	8	4	3	5	8	4
ENSG00000139719	VPS33A	2	2	1	3	2	2	2	2	3	2	1	2	0.9	2	4	3		3	2	3	1	0.9	2	3	3	2	5	3	3	3	3	2
ENSG00000139722	VPS37B	3	6	10	4	7	5	2	13	4	7	3	3	1	9	5	2	3	5	3	5	7	0.9	7	3	8	9	7	7	5	6	5	4
ENSG00000139725	RHOF			1		0.7	1								0.9	2								1		1	0.6			0.9	0.5	0.8	
ENSG00000139726	DENR	15	17	13	19	18	17	20	21	16	19	10	15	9	15	25	14	4	20	22	19	13	13	17	16	20	16	13	21	25	22	22	21
ENSG00000139734	DIAPH3			3		1	1		1				0.5		0.7	0.8			2		1			1	0.6		1	8		1	0.6	1	0.8
ENSG00000139737	SLAIN1	0.8	4	3	51	0.7	1	3	1	8	1	2	2	1	4	4	3	1	1	2	0.9	2		0.9	2	3	5	14	4	4	2	3	0.5
ENSG00000139746	RBM26	7	10	9	9	6	7	13	5	9	8	4	5	3	8	18	13	2	7	9	8	6	3	7	8	13	8	14	9	11	8	12	11
ENSG00000139767	SRRM4		1		8																												
ENSG00000139780	METTL21C																		2				0.7										
ENSG00000139793	MBNL2	46	47	4	43	18	16	25	34	19	40	19	25	42	28	18	48	8	32	23	17	17	9	15	34	16	23	13	27	18	32	19	15
ENSG00000139797	RNF113B																											33					
ENSG00000139800	ZIC5				1																							3					
ENSG00000139826	ABHD13	6	5	12	6	7	6	6	5	5	8	3	5	4	7	8	5	1	6	6	7	3	1	7	6	7	7	4	8	6	7	8	4
ENSG00000139832	RAB20	13	28	16	3	15	20	4	3	9	16	5	10	15	17	9	11	4	13	7	11	6		19	4	26	21	7	14	5	13	22	0.6
ENSG00000139835	GRTP1	2	3	0.6	0.6	9	17	3	3	3	4		6	5	2	0.8	3	1	2	8	6	4	2	14	2	2	6	4	1	1	2	1	7
ENSG00000139842	CUL4A	10	10	13	8	12	10	12	12	12	12	16	11	8	12	15	10	4	11	15	13	9	23	11	10	12	12	22	15	13	13	12	17
ENSG00000139865	TTC6														0.5					5							0.7	4					
ENSG00000139874	SSTR1	0.5			6	4	11	1		0.7	0.5	0.5	3	3	7		0.5	0.9	2	1	2			6		0.7	15				0.5		
ENSG00000139880	CDH24	2	2	1	3	1	1	5	2	3	5	1	1		2	2	0.8		2	2	2	0.7		2	4	3	2	2	2	0.8	3	0.9	3
ENSG00000139890	REM2			4												0.5	0.5									1		1				0.5	
ENSG00000139899	CBLN3	2	8		1	0.9	1	2	0.6	2	3	0.5	0.8	1	2	8	4		2	3	1	1		1	1	9	2	3	0.9	6	3	4	2
ENSG00000139908	TSSK4	1	1	3	2	2	2	2	0.8	2	2	0.5	1		2	3	2		0.8	2	3	0.8	0.6	2	2	3	1	15	2	2	0.8	3	3
ENSG00000139910	NOVA1	4	1		11	0.9		2	0.5	1	1		0.7			0.9	1			1	1			0.5	2		0.5	2		0.9	1	0.6	
ENSG00000139914	FITM1		1	0.7			0.6					19						0.5					49			2							
ENSG00000139915	MDGA2				2																							1					
ENSG00000139921	TMX1	15	14	12	8	23	15	14	16	12	17	3	13	9	14	20	10	3	19	14	19	8	2	15	16	16	17	10	19	16	24	21	15
ENSG00000139926	FRMD6	5	7		3	3	2	27	23	6	14	2	2	3	3	3	10	0.6	7	13	5	5	1	3	28	6	2	11	1	6	14	5	18
ENSG00000139946	PELI2	5	2	8	5	3	8	6	4	5	8	1	6	1	5	3	12	6	2	4	3	3		7	2	5	9	10	3	1	6	3	2
ENSG00000139970	RTN1	4	6		134	1	1	0.8	0.9	4	3		0.7		3	2		0.5	1	4	2	0.5		2	0.6	10	2	1	1	1	1	4	1
ENSG00000139971	C14orf37	1	2		5	0.5		3	0.6	2	2	2	8				4			1	0.6	0.5			2			3	1		0.9	0.5	0.7
ENSG00000139973	SYT16				7													0.5		0.7							1	0.9					
ENSG00000139974	SLC38A6	2	2	0.8	1	1	1	2	0.9	3	3	0.8	2	0.8	2	3	2		2	2	2	1		1	2	3	1	4	2	1	3	2	1
ENSG00000139977	NAA30	5	4	6	8	5	5	6	6	5	5	4	6	4	4	5	8	1	7	6	4	3	6	5	5	5	4	10	6	5	6	4	5
ENSG00000139985	ADAM21																											5					
ENSG00000139988	RDH12		0.7		0.6				4		13		8	2				0.6									4		0.6	1			26
ENSG00000139990	DCAF5	10	10	9	10	7	9	14	12	14	12	10	8	5	13	13	13	3	11	12	9	7	11	10	12	14	9	30	13	11	12	12	11
ENSG00000139998	RAB15	1	4	0.7	21	10	9	3	1	2	6	6	5	2	6	4	0.6	1	13	4	16	16	1	10	5	2	5	2	3	3	16	5	4
ENSG00000140006	WDR89	3	5	1	5	5	4	6	4	6	4	2	6	3	5	10	6	1	5	5	6	2	2	3	4	7	4	4	8	8	5	7	5
ENSG00000140009	ESR2	0.5	2													0.5	1									0.6		2		0.5		0.5	
ENSG00000140015	KCNH5		0.9		1																												
ENSG00000140022	STON2	1		0.9	5	2	1	0.5	3	4	2		5	0.5	2		0.8		0.8	0.5	2		1	2	0.6	6	2	1	3	1	2	0.6	3
ENSG00000140025	EFCAB11	0.7	0.7	0.7	1	1	0.8	0.8	0.9	2	0.9		1	0.5	0.8	0.7	1		1	1	0.9	0.6		0.7	0.6	0.7	0.7	3	2	0.7	0.9	0.7	0.7
ENSG00000140030	GPR65	0.7	1	9	1	1	2	0.8	0.7	0.9	4		0.8	0.8	3	9			2	0.6	1	0.5		2	1	8	1	0.6		6	4	10	
ENSG00000140043	PTGR2	1	3		2	2	3	2	1	4	2	4	3	2	2	1	3		0.8	3	2	1	2	3	1	1	2	3	4	1	1	1	3
